p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
[MetricOpStats] ParamStiffness_K  (rows=4760)
  row_sum       min=-2.98023e-08  max=3.72529e-08  mean=-3.56199e-10  max/|min|=1.25
  |row_sum|     min=7.92162e+07  max=2.64e+08  mean=1.93296e+08  max/min=3.33265
  diag          min=1.32054e+07  max=5.28e+07  mean=3.5148e+07  nonpos=0
  max_abs_entry=5.28e+07
[MetricOpStats] ParamMass_M_reprint  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
[MetricOpStats] K_over_M
  |row_sum| ratio  max=1.33333e+11  mean=2.93127e+11
[RieszAutoScale] mean(diag(K))/mean(diag(M)) = 1.19927e+11
[RieszMap] alpha1=1.19927e+11  alpha2=1  mode=auto_balanced
[MetricOpStats] Hcurl_H  (rows=4760  alpha1=1.19927e+11  alpha2=1  scale=1  solver=sparse_direct)
  row_sum       min=48455.2  max=2.37455e+08  mean=7.9083e+07  max/|min|=4900.5
  |row_sum|     min=7.92323e+07  max=3.95887e+08  mean=2.37206e+08  max/min=4.99653
  diag          min=1.32269e+07  max=1.58335e+08  mean=7.0296e+07  nonpos=0
  max_abs_entry=1.58335e+08
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=5.1089e-19 e[2]=0 e[3]=0 e[4]=0 e[5]=7.87625e-20 e[6]=1.56723e-19 e[7]=0 e[8]=0 e[9]=2.5411e-21 e[10]=4.44089e-16 e[11]=9.17834e-18 e[12]=2.13614e-15
MrHyDE vector contract check: max_primal_err=0 max_dual_err=2.13614e-15 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  39    3.295546e-17   3.766263e-07   8.023810e-11   1.000000e+00   88        40        1         0         
  40    2.934149e-17   4.641574e-07   3.303594e-10   1.000000e+00   90        41        1         0         
  41    2.875533e-17   5.961827e-07   2.046010e-10   1.000000e+00   92        42        1         0         
  42    2.612873e-17   2.590629e-07   4.639906e-11   1.000000e+00   94        43        1         0         
  43    2.481255e-17   1.972616e-07   5.857193e-11   1.000000e+00   96        44        1         0         
  44    2.336874e-17   2.628861e-07   1.460015e-10   1.000000e+00   98        45        1         0         
  45    2.164356e-17   2.866041e-07   2.058129e-10   1.000000e+00   100       46        1         0         
  46    2.152811e-17   5.162126e-07   1.958781e-10   3.890796e-01   103       47        2         0         
  47    1.940892e-17   2.063088e-07   1.349451e-10   1.000000e+00   105       48        1         0         
  48    1.863752e-17   1.818894e-07   7.368607e-11   1.000000e+00   107       49        1         0         
  49    1.789325e-17   2.215322e-07   8.836899e-11   1.000000e+00   109       50        1         0         
  50    1.746247e-17   3.280025e-07   7.940688e-11   4.680709e-01   112       51        2         0         
  51    1.636537e-17   2.126657e-07   1.060553e-10   1.000000e+00   114       52        1         0         
  52    1.538102e-17   1.869877e-07   8.997010e-11   1.000000e+00   116       53        1         0         
  53    1.482668e-17   2.953774e-07   1.322597e-10   1.000000e+00   118       54        1         0         
  54    1.397715e-17   1.629875e-07   4.118930e-11   1.000000e+00   120       55        1         0         
  55    1.344651e-17   1.460144e-07   5.717585e-11   1.000000e+00   122       56        1         0         
  56    1.283293e-17   1.834113e-07   1.162903e-10   1.000000e+00   124       57        1         0         
  57    1.260550e-17   3.347793e-07   2.073639e-10   1.000000e+00   126       58        1         0         
  58    1.176009e-17   1.554551e-07   5.720638e-11   1.000000e+00   128       59        1         0         
  59    1.125660e-17   1.340798e-07   7.033130e-11   1.000000e+00   130       60        1         0         
  60    1.087292e-17   1.582355e-07   9.859684e-11   1.000000e+00   132       61        1         0         
  61    1.047683e-17   2.476771e-07   1.957851e-10   1.000000e+00   134       62        1         0         
  62    1.005417e-17   1.974721e-07   2.195109e-10   1.000000e+00   136       63        1         0         
  63    9.518627e-18   1.368512e-07   3.867792e-11   1.000000e+00   138       64        1         0         
  64    9.090483e-18   1.635757e-07   7.259021e-11   1.000000e+00   140       65        1         0         
  65    8.796692e-18   1.862539e-07   4.237894e-11   1.000000e+00   142       66        1         0         
  66    8.436646e-18   1.484545e-07   5.587786e-11   1.000000e+00   144       67        1         0         
  67    8.190246e-18   1.933258e-07   7.984182e-11   1.000000e+00   146       68        1         0         
  68    7.890183e-18   1.336378e-07   5.333183e-11   1.000000e+00   148       69        1         0         
  69    7.601490e-18   1.120389e-07   4.897300e-11   1.000000e+00   150       70        1         0         
  70    7.149188e-18   1.314592e-07   1.393663e-10   1.000000e+00   152       71        1         0         
  71    7.046202e-18   1.994024e-07   9.905674e-11   1.000000e+00   154       72        1         0         
  72    6.798592e-18   8.619275e-08   2.635700e-11   1.000000e+00   156       73        1         0         
  73    6.636510e-18   5.933302e-08   2.200793e-11   1.000000e+00   158       74        1         0         
  74    6.432255e-18   9.001833e-08   7.390513e-11   1.000000e+00   160       75        1         0         
  75    6.195005e-18   1.089379e-07   1.105950e-10   1.000000e+00   162       76        1         0         
  76    6.037692e-18   1.482538e-07   1.457403e-10   4.732514e-01   165       77        2         0         
  77    5.787953e-18   7.797814e-08   1.137574e-10   1.000000e+00   167       78        1         0         
  78    5.634910e-18   7.851340e-08   6.745517e-11   1.000000e+00   169       79        1         0         
  79    5.473422e-18   1.089241e-07   6.147352e-11   1.000000e+00   171       80        1         0         
  80    5.395163e-18   1.678232e-07   1.124245e-10   1.000000e+00   173       81        1         0         
  81    5.144175e-18   8.074434e-08   2.199340e-11   1.000000e+00   175       82        1         0         
  82    5.013230e-18   7.492353e-08   3.889882e-11   1.000000e+00   177       83        1         0         
  83    4.924053e-18   7.899771e-08   5.636244e-11   1.000000e+00   179       84        1         0         
  84    4.920920e-18   2.055293e-07   1.150195e-10   1.000000e+00   181       85        1         0         
  85    4.631245e-18   6.858573e-08   1.663459e-11   1.000000e+00   183       86        1         0         
  86    4.548516e-18   5.632352e-08   2.677402e-11   1.000000e+00   185       87        1         0         
  87    4.458561e-18   6.941344e-08   2.743673e-11   1.000000e+00   187       88        1         0         
  88    4.309909e-18   8.434983e-08   4.649980e-11   1.000000e+00   189       89        1         0         
  89    4.216836e-18   1.138538e-07   7.369397e-11   4.733214e-01   192       90        2         0         
  90    4.037532e-18   6.579301e-08   9.811011e-11   1.000000e+00   194       91        1         0         
  91    3.927457e-18   6.392284e-08   1.328004e-10   1.000000e+00   196       92        1         0         
  92    3.866676e-18   1.028135e-07   1.508804e-10   1.000000e+00   198       93        1         0         
  93    3.861590e-18   8.506911e-08   2.021169e-10   1.000000e+00   200       94        1         0         
  94    3.742081e-18   7.419195e-08   2.784662e-11   1.000000e+00   202       95        1         0         
  95    3.502452e-18   8.456577e-08   1.047404e-10   1.000000e+00   204       96        1         0         
  96    3.417540e-18   1.095570e-07   5.905659e-11   1.000000e+00   206       97        1         0         
  97    3.277916e-18   8.022673e-08   7.391826e-11   1.000000e+00   208       98        1         0         
  98    3.189662e-18   1.070772e-07   7.464166e-11   1.000000e+00   210       99        1         0         
  99    3.077959e-18   8.914430e-08   4.818140e-11   1.000000e+00   212       100       1         0         
  100   2.987756e-18   6.944790e-08   4.493695e-11   1.000000e+00   214       101       1         0         
  101   2.934109e-18   8.435034e-08   4.769158e-11   1.000000e+00   216       102       1         0         
  102   2.872870e-18   6.472648e-08   2.860867e-11   1.000000e+00   218       103       1         0         
  103   2.813722e-18   5.062782e-08   4.987932e-11   1.000000e+00   220       104       1         0         
  104   2.734995e-18   6.359614e-08   1.399790e-10   1.000000e+00   222       105       1         0         
  105   2.717446e-18   9.114711e-08   5.718790e-11   1.000000e+00   224       106       1         0         
  106   2.659406e-18   5.301847e-08   1.534706e-11   1.000000e+00   226       107       1         0         
  107   2.606102e-18   4.274718e-08   5.282775e-11   1.000000e+00   228       108       1         0         
  108   2.587195e-18   5.230356e-08   5.640307e-11   1.000000e+00   230       109       1         0         
  109   2.562984e-18   6.430348e-08   7.166121e-11   4.982801e-01   233       110       2         0         
  110   2.547083e-18   8.856226e-08   1.274076e-10   1.000000e+00   235       111       1         0         
  111   2.451090e-18   5.369128e-08   4.636824e-11   1.000000e+00   237       112       1         0         
  112   2.410499e-18   4.925063e-08   6.691197e-11   1.000000e+00   239       113       1         0         
  113   2.368033e-18   4.170588e-08   4.081109e-11   1.000000e+00   241       114       1         0         
  114   2.330176e-18   6.423264e-08   3.804006e-11   1.000000e+00   243       115       1         0         
  115   2.277062e-18   3.834422e-08   3.498777e-11   1.000000e+00   245       116       1         0         
  116   2.234889e-18   3.357207e-08   4.113107e-11   1.000000e+00   247       117       1         0         
  117   2.186169e-18   4.375244e-08   5.253785e-11   1.000000e+00   249       118       1         0         
  118   2.123064e-18   5.694366e-08   7.112109e-11   1.000000e+00   251       119       1         0         
  119   2.064121e-18   5.674910e-08   7.076224e-11   1.000000e+00   253       120       1         0         
  120   2.020838e-18   6.533722e-08   1.237651e-10   1.000000e+00   255       121       1         0         
  121   1.998465e-18   8.215149e-08   1.263829e-10   1.000000e+00   257       122       1         0         
  122   1.993172e-18   8.540210e-08   1.222879e-10   4.788914e-01   260       123       2         0         
  123   1.985609e-18   9.026495e-08   7.453956e-11   1.493139e-01   264       124       3         0         
  124   1.965547e-18   8.449810e-08   9.336192e-11   1.600606e-01   268       125       3         0         
  125   1.947877e-18   8.835653e-08   9.672164e-11   1.471711e-01   272       126       3         0         
  126   1.915762e-18   7.225796e-08   1.930618e-10   4.804046e-01   275       127       2         0         
  127   1.903624e-18   6.375161e-08   4.904533e-11   1.559061e-01   279       128       3         0         
  128   1.861685e-18   6.435741e-08   8.132199e-11   4.978028e-01   282       129       2         0         
  129   1.817082e-18   9.089273e-08   3.803686e-11   4.758308e-01   285       130       2         0         
  130   1.718716e-18   9.654901e-08   1.013568e-10   1.000000e+00   287       131       1         0         
  131   1.660963e-18   1.239655e-07   1.868376e-10   1.000000e+00   289       132       1         0         
  132   1.572768e-18   7.112560e-08   2.183387e-10   1.000000e+00   291       133       1         0         
  133   1.524821e-18   5.722693e-08   8.875761e-11   1.000000e+00   293       134       1         0         
  134   1.512815e-18   1.035633e-07   1.347115e-10   1.000000e+00   295       135       1         0         
  135   1.424615e-18   4.168427e-08   1.278386e-10   1.000000e+00   297       136       1         0         
  136   1.380332e-18   3.493128e-08   1.047777e-10   1.000000e+00   299       137       1         0         
  137   1.357216e-18   4.998903e-08   4.153725e-11   1.000000e+00   301       138       1         0         
  138   1.317976e-18   3.457805e-08   7.128810e-11   1.000000e+00   303       139       1         0         
  139   1.301206e-18   4.201615e-08   4.954730e-11   4.835810e-01   306       140       2         0         
  140   1.296611e-18   4.613844e-08   1.592931e-10   1.000000e+00   308       141       1         0         
  141   1.296611e-18   4.613844e-08   0.000000e+00   0.000000e+00   329       142       20        0         
Optimization Terminated with Status: Step Tolerance Met
exit_code=0
