[MetricOpStats] ParamMass_M  (rows=9512)
  row_sum       min=2.0202e-07  max=0.00396  mean=0.00131916  max/|min|=19602
  |row_sum|     min=2.0202e-07  max=0.00396  mean=0.00131916  max/min=19602
  diag          min=8.97868e-08  max=0.00176  mean=0.000586293  nonpos=0
  max_abs_entry=0.00176
[MetricOpStats] ParamStiffness_K  (rows=9512)
  row_sum       min=-5.96046e-08  max=5.21541e-08  mean=3.50021e-09  max/|min|=0.875
  |row_sum|     min=1.58408e+08  max=5.28e+08  mean=3.86885e+08  max/min=3.33316
  diag          min=2.64027e+07  max=1.056e+08  mean=7.03444e+07  nonpos=0
  max_abs_entry=1.056e+08
[MetricOpStats] ParamMass_M_reprint  (rows=9512)
  row_sum       min=2.0202e-07  max=0.00396  mean=0.00131916  max/|min|=19602
  |row_sum|     min=2.0202e-07  max=0.00396  mean=0.00131916  max/min=19602
  diag          min=8.97868e-08  max=0.00176  mean=0.000586293  nonpos=0
  max_abs_entry=0.00176
[MetricOpStats] K_over_M
  |row_sum| ratio  max=1.33333e+11  mean=2.93282e+11
[RieszAutoScale] mean(diag(K))/mean(diag(M)) = 1.19982e+11
[RieszMap] alpha1=1.19982e+11  alpha2=1  mode=auto_balanced
[MetricOpStats] Hcurl_H  (rows=9512  alpha1=1.19982e+11  alpha2=1  solver=sparse_direct)
  row_sum       min=24238.7  max=4.75127e+08  mean=1.58275e+08  max/|min|=19602
  |row_sum|     min=1.58416e+08  max=7.91943e+08  mean=4.74803e+08  max/min=4.99913
  diag          min=2.64135e+07  max=3.16768e+08  mean=1.40689e+08  nonpos=0
  max_abs_entry=3.16768e+08
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=1.71989e-19 e[2]=0 e[3]=0 e[4]=0 e[5]=2.66721e-20 e[6]=5.56081e-20 e[7]=0 e[8]=0 e[9]=1.58819e-22 e[10]=5.55112e-16 e[11]=8.06557e-18 e[12]=3.90807e-15
MrHyDE vector contract check: max_primal_err=0 max_dual_err=3.90807e-15 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  39    2.722001e-17   1.934805e-07   3.189668e-10   1.000000e+00   87        40        1         0         
  40    2.639492e-17   2.130919e-07   2.592234e-10   4.354072e-01   90        41        2         0         
  41    2.576899e-17   1.630130e-07   4.571827e-10   1.000000e+00   92        42        1         0         
  42    2.416564e-17   2.008007e-07   1.785516e-10   1.000000e+00   94        43        1         0         
  43    2.089415e-17   1.348350e-07   2.406182e-10   1.000000e+00   96        44        1         0         
  44    1.913631e-17   1.742694e-07   1.896679e-10   1.000000e+00   98        45        1         0         
  45    1.677866e-17   8.493610e-08   9.342617e-11   1.000000e+00   100       46        1         0         
  46    1.580433e-17   8.786738e-08   1.825783e-10   1.000000e+00   102       47        1         0         
  47    1.478231e-17   1.344771e-07   3.519763e-10   1.000000e+00   104       48        1         0         
  48    1.371209e-17   8.170036e-08   1.544257e-10   4.586849e-01   107       49        2         0         
  49    1.320431e-17   5.517976e-08   7.207774e-11   1.000000e+00   109       50        1         0         
  50    1.256549e-17   6.423433e-08   8.780102e-11   1.000000e+00   111       51        1         0         
  51    1.194136e-17   1.105386e-07   1.614475e-10   1.000000e+00   113       52        1         0         
  52    1.094050e-17   7.170168e-08   1.602060e-10   1.000000e+00   115       53        1         0         
  53    9.954760e-18   7.085605e-08   3.645549e-10   1.000000e+00   117       54        1         0         
  54    9.405694e-18   9.302378e-08   1.399081e-10   1.000000e+00   119       55        1         0         
  55    8.531954e-18   6.260552e-08   1.560282e-10   1.000000e+00   121       56        1         0         
  56    7.947242e-18   7.497585e-08   1.444194e-10   1.000000e+00   123       57        1         0         
  57    7.394220e-18   5.070351e-08   1.901867e-10   1.000000e+00   125       58        1         0         
  58    7.010272e-18   4.515345e-08   2.506638e-10   1.000000e+00   127       59        1         0         
  59    6.858380e-18   7.399903e-08   4.373398e-10   1.000000e+00   129       60        1         0         
  60    6.590673e-18   4.668503e-08   1.462698e-10   1.000000e+00   131       61        1         0         
  61    6.384645e-18   3.733798e-08   9.439616e-11   1.000000e+00   133       62        1         0         
  62    6.262676e-18   5.290970e-08   1.536287e-10   1.000000e+00   135       63        1         0         
  63    6.135477e-18   4.129124e-08   7.667932e-11   4.563271e-01   138       64        2         0         
  64    6.079222e-18   4.778918e-08   1.368370e-10   4.988471e-01   141       65        2         0         
  65    6.033240e-18   5.181382e-08   1.354760e-10   1.438109e-01   145       66        3         0         
  66    5.997995e-18   5.424065e-08   1.600241e-10   1.117155e-01   149       67        3         0         
  67    5.964911e-18   5.316759e-08   1.410711e-10   1.422587e-01   153       68        3         0         
  68    5.956196e-18   5.461196e-08   6.931399e-11   5.073596e-02   158       69        4         0         
  69    5.935299e-18   5.369407e-08   1.949934e-10   1.354923e-01   162       70        3         0         
  70    5.925626e-18   5.402221e-08   8.038073e-11   4.945260e-02   167       71        4         0         
  71    5.922920e-18   5.355323e-08   1.931358e-10   1.368699e-01   171       72        3         0         
  72    5.919672e-18   5.308053e-08   3.576276e-11   2.044761e-02   177       73        5         0         
  73    5.907787e-18   5.300973e-08   2.065939e-10   1.406322e-01   181       74        3         0         
  74    5.902074e-18   5.222711e-08   3.172101e-11   1.786426e-02   187       75        5         0         
  75    5.890212e-18   5.114030e-08   1.939110e-10   1.451686e-01   191       76        3         0         
  76    5.889105e-18   5.107722e-08   2.258645e-11   1.423234e-02   197       77        5         0         
  77    5.885960e-18   5.058787e-08   1.936658e-10   1.452656e-01   201       78        3         0         
  78    5.885958e-18   5.055700e-08   1.054424e-12   7.050115e-04   211       79        9         0         
  79    5.880519e-18   4.943117e-08   1.153870e-10   6.276864e-02   216       80        4         0         
  80    5.877771e-18   4.944042e-08   2.486643e-11   1.109749e-02   222       81        5         0         
  81    5.860081e-18   4.768490e-08   2.394320e-10   1.486481e-01   226       82        3         0         
  82    5.859788e-18   4.723978e-08   1.264985e-11   6.318386e-03   233       83        6         0         
  83    5.846863e-18   4.570493e-08   2.528924e-10   1.485507e-01   237       84        3         0         
  84    5.843832e-18   4.550896e-08   2.595131e-11   1.278114e-02   243       85        5         0         
  85    5.816149e-18   4.488151e-08   2.379113e-10   1.519261e-01   247       86        3         0         
  86    5.805048e-18   4.700557e-08   5.383456e-11   2.846949e-02   252       87        4         0         
  87    5.733984e-18   4.805189e-08   2.109058e-10   1.580712e-01   256       88        3         0         
  88    5.710022e-18   4.853400e-08   5.898456e-11   3.555926e-02   261       89        4         0         
  89    5.646757e-18   6.289305e-08   5.784315e-10   4.679291e-01   264       90        2         0         
  90    5.641872e-18   6.430681e-08   8.263583e-11   8.906253e-02   268       91        3         0         
  91    5.640899e-18   7.716485e-08   3.147315e-10   4.671685e-01   271       92        2         0         
  92    5.628075e-18   8.504483e-08   9.064191e-11   1.046045e-01   275       93        3         0         
  93    5.525277e-18   9.066103e-08   1.247378e-10   1.574450e-01   279       94        3         0         
  94    5.521615e-18   1.143126e-07   1.911003e-10   1.140945e-01   283       95        3         0         
  95    5.461917e-18   1.165900e-07   1.179128e-10   5.769518e-02   288       96        4         0         
  96    5.455295e-18   1.204235e-07   6.181703e-11   1.904026e-02   294       97        5         0         
  97    5.434262e-18   1.256311e-07   1.885902e-10   4.797304e-02   299       98        4         0         
  98    5.429724e-18   1.260773e-07   3.908801e-11   8.338797e-03   306       99        6         0         
  99    5.428679e-18   1.271281e-07   4.504079e-11   9.100963e-03   313       100       6         0         
  100   5.417319e-18   1.275797e-07   1.047499e-10   1.852047e-02   319       101       5         0         
  101   5.416569e-18   1.277924e-07   2.167819e-11   4.022065e-03   327       102       7         0         
  102   5.409463e-18   1.279987e-07   1.057441e-10   1.810650e-02   333       103       5         0         
  103   5.409442e-18   1.280127e-07   4.238912e-12   7.750550e-04   343       104       9         0         
  104   5.403290e-18   1.274689e-07   9.998656e-11   1.739641e-02   349       105       5         0         
  105   5.403290e-18   1.274689e-07   0.000000e+00   0.000000e+00   370       106       20        0         
Optimization Terminated with Status: Step Tolerance Met
